gene,fold change,p value
FAM181A,0.8,0.076491287
SLC24A4,-1,0.024380502
FBLN5,0.1,0.527987431
SERPINA10,-0.2,0.755551838
CLBA1,-1,0.007209824
WARS1,-0.9,0.007884247
WDR20,0.3,0.124780814
NIPA2,-0.6,0.012730887
SLC12A6,0.1,0.815792383
DUOXA1,1.1,0.034460679
MFAP1,-0.2,0.252098161
TCF12,1.4,1.32E-05
SERF2,0.6,1.05E-07
ZSCAN29,0.4,0.048707607
DUOX2,0.5,0.466670322
LYSMD2,-0.8,4.63E-04
SLC27A2,-1.3,0.013001706
FGF7,1,0.153037601
HDC,-2.5,2.31E-04
GCNT3,2.9,9.73E-05
BNIP2,1.2,2.37E-04
GTF2A2,0.3,0.4314827
BAHD1,-0.2,0.32964793
DISP2,-0.7,0.163829708
CDAN1,0.2,0.396324667
TLE3,0.4,0.058484026
ANP32A,0.2,0.290457934
COMMD4,-0.1,0.606957855
UBE2Q2,0.1,0.803280856
PSTPIP1,0.8,0.005466716
ETFA,0.4,0.013969047
BCL2A1,1.9,0.003968231
HMG20A,-0.7,5.38E-04
SCAPER,0.3,0.088138751
TSPAN3,0.2,0.197668617
WDR61,-0.5,8.51E-04
NCOA2,0.1,0.692952286
NEIL1,-0.2,0.655432545
MAN2C1,0.1,0.7510161
DNAJA4,-0.4,0.039411204
TLNRD1,-0.4,0.162003038
TPM1,-0.6,0.019736695
IGF1R,0.1,0.473124486
ARRDC4,1.7,8.52E-14
PIF1,-0.6,0.118349863
USP3,0.9,0.001224167
CYP11A1,1.5,0.002908474
BBS4,0.1,0.314918484
PML,0.6,0.003484063
CYP1A1,-0.8,0.035884859
ADAMTS17,0.7,0.030630272
LINS1,-0.3,0.038727079
ULK3,-0.6,0.030792006
PCSK6,1,0.0065647
CCDC33,0.2,0.814583243
SCAMP2,1,1.26E-04
HAPLN3,0.6,0.017474631
POLG,-0.3,0.503842973
RLBP1,0.7,0.159745919
FANCI,-0.1,0.744513166
ABHD2,0.6,0.014730837
WDR93,0.2,0.596668004
TICRR,0.4,0.418421042
NTRK3,-0.2,0.084133264
DET1,0.4,0.338873428
MFGE8,-0.2,0.494906762
ZNF710,0.2,0.501122646
UNC45A,-0.3,0.326994504
ST8SIA2,-0.9,0.133440806
MCTP2,0.3,0.621923589
FURIN,-0.2,0.537995945
IQGAP1,0.9,0.006770954
CRTC3,0.6,0.037558117
EFL1,0.1,0.514907349
SH3GL3,0.7,0.054442444
SEC11A,0.9,9.12E-06
SEPTIN12,-0.4,0.657320981
GLYR1,-0.4,0.016508225
PMM2,-0.3,0.372963846
SLC5A2,-0.1,0.954790759
ITGAX,0.1,0.803305198
TGFB1I1,1,2.75E-05
RUSF1,-0.4,0.36998052
ARMC5,-0.2,0.531088608
PARN,-0.3,0.120479718
FTO,-0.4,0.012120176
UQCRC2,-0.6,1.25E-05
CDR2,-0.9,6.14E-08
IGSF6,0.8,0.113604359
ARHGAP17,0.8,2.00E-04
MYLK3,-0.4,0.621529926
ABCC12,-2.2,1.63E-14
NKD1,1.2,7.64E-05
TXNL4B,0.1,0.77870482
MARVELD3,1.3,0.019564723
ZFHX3,1.1,1.59E-07
CLEC18B,1.2,0.026468826
CPNE2,0.9,4.60E-04
NLRC5,1.7,4.38E-06
KATNB1,-0.9,0.04312745
KIFC3,-0.3,0.293202022
ADAMTS18,0.8,0.387879806
NUDT7,-0.5,0.146929169
GCSH,0.8,0.118163798
CMTM3,1.8,1.69E-23
CMTM2,-0.4,0.511537461
CDH11,0.5,0.02283839
NOL3,1.3,7.63E-22
MAP1LC3B,-0.3,0.137445788
MBTPS1,-0.3,0.104517087
CDH13,-1.1,5.71E-04
ZCCHC14,0.1,0.555939604
MEAK7,-0.2,0.38043751
ADAD2,-0.3,0.723798835
OSGIN1,0.3,0.330532237
IRF8,1.3,0.048845309
RHOT2,-0.3,0.243853825
RPL3L,1.3,0.109802893
ZSCAN32,0.4,0.568762227
RPS2,0.5,0.036084904
NDUFB10,-0.5,0.03789862
PDPK1,-0.3,0.154842252
TIGD7,0.5,0.203587336
DEF8,-0.2,0.423084051
TCF25,-0.7,0.024260055
GAS8,-0.3,0.11106329
MED9,-0.5,7.06E-04
NCOR1,0.5,0.004123466
CDRT15P1,0.3,0.761654909
COPS3,-0.8,7.35E-08
GID4,0.1,0.661904299
MYOCD,-0.4,0.434934895
KSR1,0.3,0.214796461
UTP4,-0.5,4.03E-04
DPEP3,1.1,0.134399559
GFOD2,-0.8,0.035233367
NOB1,-0.3,0.234902802
PRPSAP2,0.4,0.080896641
PCTP,0.6,0.002858702
OR4D1,0.1,0.900959054
TOM1L1,-0.1,0.681217557
C17orf80,-0.1,0.439065528
TOB1,0.8,0.038611974
VPS53,-0.8,0.001206149
SPATA22,0.1,0.954264894
SGSM2,-0.2,0.631840593
NPEPPS,-0.1,0.401285546
SKAP1,-0.1,0.905541837
LRRC46,0.4,0.295700698
SCRN2,-0.1,0.661904299
SSH2,0.6,0.022206722
RHBDL3,-0.7,2.22E-04
ARSG,-0.6,0.007285266
ABCA8,1.4,1.11E-04
G6PC3,0.4,0.007786712
CLTC,-0.9,5.53E-08
BCAS3,-0.4,0.035654866
PTRH2,-0.5,0.039069575
SS18,1.1,7.38E-04
TAF4B,-1.2,2.54E-04
AFG3L2,-0.7,0.001765761
IMPA2,1,8.99E-04
GNAL,-0.9,9.84E-04
SLC39A6,0.5,0.135922171
RPRD1A,-0.1,0.615085918
C18orf21,-0.3,0.161453157
GALNT1,0.2,0.466434228
ASXL3,-0.2,0.443771926
ADCYAP1,-1.8,3.73E-11
MEP1B,0.2,0.8575004
GAREM1,0.4,0.171207464
ESCO1,0.2,0.652362994
OSBPL1A,-0.1,0.84847906
GREB1L,-0.5,0.427605466
RMC1,-0.3,0.120100902
PELP1,-0.1,0.477087784
NPC1,0.8,0.017673387
SLC14A1,2.3,1.17E-04
ARRB2,-0.5,0.209201495
SLC13A5,0.3,0.697081162
ZMYND15,0.9,0.004946785
WRAP53,-0.2,0.720346754
MINK1,0.1,0.704774916
SAT2,-0.3,0.089187784
ASGR1,-0.9,3.41E-04
PIK3R5,1.1,0.019058422
TP53,1.5,1.40E-05
CCDC40,-0.4,0.162735266
ARHGDIA,-0.3,0.451369202
TMC6,1.2,7.78E-04
SLC16A3,1.2,0.003838055
CARD14,1,0.003083679
TTYH2,1.1,0.004272578
RAB40B,-0.1,0.200239391
CSNK1D,-0.3,0.213572395
ANAPC11,-0.2,0.648185929
TBCD,-0.3,0.349184149
FN3KRP,0.1,0.739073395
NARF,-0.4,0.127284281
RPTOR,-0.3,0.248231774
FOXK2,-0.3,0.174877618
TRIM65,0.4,1.42E-04
CBX8,-0.2,0.379726415
SECTM1,1.2,0.044596271
RNF157,-1.1,5.82E-08
CEP131,0.4,0.218675056
ZNF750,0.4,0.507083912
WDR45B,0.4,0.00333378
RNF165,-1.1,1.08E-05
DYM,-0.3,0.075022391
MAPK4,0.2,0.472130581
ELAC1,0.2,0.399397506
MBD1,-0.1,0.585669296
SMAD4,0.7,0.001405891
TNFRSF11A,-1.1,0.00638177
ZCCHC2,0.1,0.525200716
FBXO15,-0.2,0.502418515
CBLN2,-1.3,0.025946239
PMAIP1,0.7,0.395937027
P3H4,0.3,0.332025722
NT5C3B,-0.9,0.002311691
RETREG3,-0.3,0.01983813
ERBB2,1.2,2.15E-04
GRB7,-1.3,0.02518873
MIEN1,-0.2,0.099417554
ARL5C,0.2,0.851230346
STAC2,-2.1,1.71E-09
IGFBP4,0.2,0.652961744
FKBP10,1.3,0.003556219
TXNL4A,-0.5,0.013821662
CACNA1A,-0.4,0.086188289
MISP3,-0.1,0.730755636
SAMD1,0.4,4.14E-04
BRD4,-0.1,0.676378599
SLC39A3,-0.9,0.106522187
NFIC,0.2,0.577490927
TPGS1,-0.9,0.111656338
PLPP2,0.7,0.066776767
PRDM15,-0.3,0.32115442
PFKL,-0.1,0.623894806
FEM1A,0.4,0.042863953
VAV1,1,0.11578763
MVB12A,0.5,0.002133879
SH3GL1,-0.3,0.282489214
DUS3L,-0.4,0.216492561
DPP9,0.4,0.008234931
CCDC97,0.2,0.264290057
TMEM91,-0.2,0.400329129
ZFP14,0.1,0.715067838
SIRT3,-0.3,0.199008503
IFITM3,1.9,2.07E-08
PGGHG,1.1,0.003622977
HUNK,-1.7,3.43E-06
COL6A1,-0.3,0.047176574
IFNAR1,0.2,0.331188652
SOD1,-0.4,0.006360045
COL6A2,0.5,0.022031731
SIK1,0.1,0.858385186
TRPM2,-1.1,0.02688565
SCYL1,-0.6,0.103973024
TMEM50B,0.4,0.031490634
APP,-0.7,5.31E-05
DOP1B,-0.9,0.002066427
URB1,0.1,0.809328623
EMP3,1,0.005408117
SAE1,-0.8,0.001497427
NTN5,1,0.001738199
LMTK3,-0.6,0.037534003
GEMIN7,-0.7,0.062616124
ADAMTS10,-0.1,0.723560649
RNPEPL1,0.8,8.58E-05
CAPN10,0.1,0.712176134
MYO1F,1.6,5.44E-04
NLRP12,1.3,0.055148176
CACNG8,-1.7,1.71E-07
ZNF787,-0.1,0.583098805
FBN3,1.2,0.0152315
CARM1,-0.6,0.113522552
SLC47A1,-1.1,5.63E-04
PSMB6,-0.6,0.083788782
SIGLEC10,1.6,0.010136495
ACP4,-0.4,0.641816898
ZNF473,-0.2,0.375406561
FAM71E1,-1,0.002071801
RPS11,0.5,0.04898426
RPL13A,0.6,0.007013028
NOSIP,-0.2,0.696593989
IGLON5,-1.3,1.39E-04
RCN3,-0.1,0.918478963
ZNF614,0.8,0.010739648
SLC2A5,1.5,0.003691274
RERE,-0.1,0.38960727
MMEL1,0.9,0.181992005
CFAP74,-1.4,0.003415348
PRDM16,0.6,0.229612402
CELA2A,-1.5,0.028747774
FHAD1,-1.7,1.67E-04
EPHA2,2,3.57E-08
ARHGEF19,1.2,0.02104133
EFHD2,-1.1,2.98E-05
PEX14,-0.8,0.003458124
PGD,-0.4,0.086070152
SH3BGRL3,0.1,0.668637523
CNKSR1,0.3,0.384938984
RPL11,0.6,4.96E-05
C1orf216,-1.3,0.003669233
KIAA0319L,-0.2,0.321094043
EVA1B,0.9,0.021904733
C1orf94,-0.3,0.625648726
DMRTA2,1.9,2.07E-04
PLK4,-0.1,0.874987597
MAP3K6,0.2,0.60929396
FCN3,0.4,0.625071124
GPN2,-0.2,0.514921877
SYTL1,-0.2,0.669497195
WDTC1,-0.1,0.555362927
NBPF3,0.1,0.840094704
HSPG2,1.5,2.94E-04
ITGB3BP,-0.5,0.164484709
SERBP1,0.4,0.084673708
BCL10,0.8,0.019892496
CCN1,1.1,0.062474744
PRKACB,-0.5,0.060457987
PIGK,-0.1,0.791176815
TINAGL1,1.2,3.97E-04
AZIN2,-0.5,0.038653249
RPS8,0.4,0.005414378
KIF2C,0.7,0.178735832
PTPRF,-0.1,0.526080271
BEST4,-1.4,1.04E-04
MOB3C,1.1,1.67E-09
CYP4B1,0.5,0.547735794
TMEM61,-0.6,0.45222908
LMO4,-0.9,5.93E-06
SYPL2,1,0.122418982
MTF2,0.1,0.809086771
SLC44A3,1.6,0.002366831
IGSF3,-1.2,0.002040574
ZNF697,-0.9,0.02372636
CTTNBP2NL,0.4,0.166316044
STRIP1,-0.4,0.225103943
PSMA5,-0.6,9.77E-08
FNDC7,1.2,0.066638996
C1orf162,1.1,1.76E-06
CD53,0.6,0.405583523
PROK1,-0.3,0.735732702
CELSR2,-0.7,0.001860883
ITGA10,0.6,0.004776779
GPR161,-0.2,0.554484188
ALDH9A1,1,0.002597349
ATP1B1,-1.5,4.94E-17
TIPRL,-0.7,6.05E-04
NME7,-0.5,0.020257029
POGK,0.9,0.001410357
MPC2,-0.8,1.30E-09
CREG1,0.4,0.038416484
DCAF6,-1.3,7.06E-06
RXRG,0.5,0.149157765
TBX19,1.3,0.009407005
UCK2,-0.5,0.022281748
TMCO1,0.5,0.082991259
POU2F1,0.7,0.100514162
MAEL,-0.9,0.008274669
ILDR2,0.1,0.86092325
DPT,-0.7,0.381291176
MGST3,-0.7,2.57E-09
ADCY10,0.3,0.649508325
COP1,-0.2,0.273757336
UFC1,0.1,0.625311492
PPOX,-0.1,0.76439768
FCGR2A,2.1,2.50E-05
NUF2,1.2,0.006016072
RGS5,0.6,0.287817913
SDHC,0.2,0.370605715
PFDN2,-0.2,0.201451398
NR1I3,-0.5,0.152047205
USP21,0.2,0.281008572
PRCC,-0.5,0.018812227
RRNAD1,0.4,0.050169751
PIGM,0.5,0.028368459
CASQ1,-1,0.055163498
ISG20L2,0.2,0.460824547
CRABP2,-0.8,1.82E-04
HDGF,0.4,0.011032795
XPR1,-0.5,2.54E-04
RGS16,0.3,0.260882246
TOR1AIP1,0.7,0.04635351
FAM163A,-0.3,0.726501939
HMCN1,0.5,0.245897112
RGL1,0.4,0.145282874
LYPLAL1,0.7,0.018010893
PRUNE1,-0.4,0.071129611
RORC,-0.8,0.332414331
TUFT1,-0.7,0.002584658
ECM1,-1.6,1.31E-06
ZNF687,0.2,0.434241619
TARS2,-0.2,0.575591576
CGN,0.6,0.01765559
SETDB1,0.3,0.247395956
ADAMTSL4,1.3,0.006434063
MCL1,1.4,2.73E-04
CTSK,-0.1,0.845167502
RFX5,-0.3,0.283113642
PIP5K1A,0.2,0.129245702
ANP32E,1,0.038064729
MINDY1,1.1,7.66E-06
ANXA9,1.4,1.29E-09
SELENBP1,0.9,0.047293103
CERS2,0.9,0.013834089
ENSA,-0.7,2.24E-10
LSP1P4,-0.2,0.685245431
SEMA6C,-0.4,0.276087049
MRPL9,-0.5,0.028049508
ARNT,0.2,0.164555815
POGZ,0.3,0.117365301
C1orf56,0.8,2.90E-04
OAZ3,-0.4,0.22227768
HORMAD1,-0.4,0.629654109
GOLPH3L,-0.1,0.477358256
GABPB2,1.1,1.08E-09
SYT14,-0.1,0.818115685
KCNH1,-1,0.129352912
DTL,0.4,0.56217642
DYRK3,0.2,0.570662439
EIF2D,0.3,0.056376727
INTS7,0.2,0.355900834
VASH2,-0.3,0.467071664
TAF1A,-0.1,0.814257241
SMYD2,-1.8,2.27E-11
SUSD4,-1.1,6.87E-08
DUSP10,0.3,0.514611705
HHIPL2,-0.1,0.909251921
TP53BP2,1.1,0.023849818
ATP8B2,-0.5,0.040858387
FLG2,-0.5,0.552510502
ADAM15,0.4,0.081122651
JTB,-0.2,0.23958169
RAB13,1.6,4.97E-07
S100A8,3.9,5.72E-25
TPM3,-0.5,0.051772414
NUP210L,1.4,0.010004438
SNAPIN,0.3,0.021807068
SLC27A3,0.5,0.071100805
S100A7,-0.5,0.556906677
UBAP2L,-0.2,0.238950129
SLC39A1,0.7,0.290308429
HAX1,-0.4,0.026731124
CREB3L4,1.1,4.95E-04
EFNA3,-1.4,7.28E-10
KCNN3,1,0.002534852
GATAD2B,0.1,0.749586546
RIT1,0.8,0.008814285
INTS3,0.1,0.708255969
PKLR,-1.1,0.074558644
HCN3,-0.5,0.359183618
FLG,-0.3,0.744989831
ACTA1,-0.7,0.251077505
C1orf131,0.6,0.014189295
TTC13,-0.2,0.429254739
SCCPDH,0.2,0.201961093
MAP3K21,-0.6,0.2541007
CEP170,0.1,0.68909911
ACP1,-0.6,1.75E-04
SNAP47,-0.8,0.009757762
SRP9,0.4,0.264353395
NVL,0.1,0.769457636
SDE2,0.6,0.063442074
DEGS1,0.1,0.599744588
FBXO28,-0.4,0.060932067
ARF1,-0.6,0.00101795
LEFTY2,0.7,0.400805723
ITPKB,1.5,3.46E-04
GUK1,-0.3,0.40648398
CDC42BPA,0.2,0.413103355
CNIH3,-0.9,0.003257128
C1orf35,0.1,0.669802248
MBOAT2,0.8,0.050169751
PARP1,0.5,1.50E-04
PSEN2,-0.9,0.003273968
PYCR2,0.3,0.015762869
LBR,0.9,0.007954008
WNT9A,-0.5,0.428858864
EPHX1,1.5,1.20E-05
REN,0.7,0.404759435
SOX13,1.3,1.30E-09
ETNK2,0.8,1.77E-04
PPFIA4,-1.3,0.001951391
PLEKHA6,-0.5,5.16E-04
PTPN7,1.7,0.001610273
SYT2,-4.6,2.06E-32
ARL8A,-0.1,0.30938312
OSR1,0.1,0.874170378
GDF7,-1.1,0.037092684
PDIA6,0.2,0.470222384
RHOB,0.8,1.86E-04
ATP6V1C2,0.4,0.274106627
GALM,1,1.77E-04
CAMKMT,0.6,0.058765849
ABCG8,-0.8,0.047067428
EML4,0.3,0.167514804
CALM2,-0.5,0.01765559
CHAC2,-0.2,0.711984056
RPS27A,0.6,0.004509374
WDPCP,0.3,0.266364705
VPS54,0.8,0.021329837
ASXL2,0.5,0.130391502
ETAA1,0.2,0.652961744
SNRPG,0.4,0.023208708
ABHD1,1,0.001315353
MEIS1,1.5,7.66E-04
CIAO1,-0.4,0.013024751
ZNF514,-0.1,0.743513143
SNRNP200,-0.1,0.778169677
MRPS5,-0.1,0.338574693
TPRKB,0.4,0.247683675
NAT8,0.2,0.861184128
EXOC6B,0.3,0.237644657
SFXN5,0.7,0.115640004
TEX261,0.5,0.005136451
DQX1,0.3,0.520441738
DUSP11,0.1,0.872760251
ST6GAL2,0.4,0.096452306
MALL,-0.2,0.848788857
THNSL2,0.4,0.541384751
RALB,-0.8,3.51E-04
C1QL2,-0.1,0.746362612
TMEM177,-0.9,0.006294427
RABL2A,-0.7,0.003736715
SLC20A1,-0.5,0.142491828
FBLN7,-2.5,6.44E-11
ZC3H8,-0.3,0.125511495
LIPT1,0.5,0.220494198
CNGA3,-1.4,0.01008625
FAHD2B,-0.4,0.117365301
LYG1,1,0.018213662
AFF3,-0.7,0.006288712
UBXN4,0.6,0.073332967
NXPH2,-1.2,0.103074605
SPOPL,0.9,0.018328338
THSD7B,-0.1,0.850610877
GPR17,2.8,1.83E-18
POLR2D,-0.3,0.083651029
AMMECR1L,0.2,0.116981733
GALNT13,0.5,0.125602945
PKP4,1.9,9.84E-08
SCN1A,-1.5,6.71E-07
SLC4A10,-1.8,5.46E-07
SCRN3,0.2,0.535349374
LNPK,-0.2,0.51601224
ZNF385B,-1.7,2.57E-19
TMEFF2,0.1,0.81390481
CDCA7,-0.7,0.140628496
DLX1,-1.2,0.013863603
UBR3,-0.5,0.020098464
PHOSPHO2,-0.1,0.869562952
GULP1,-0.8,0.002675306
FAM171B,0.5,0.28916226
HSPD1,0.4,0.007916019
CCDC150,0.9,0.049336277
METTL21A,0.3,0.393567501
UNC80,-1.3,3.62E-22
PTH2R,-1.1,0.033354989
CPO,-0.9,0.082616635
NBEAL1,0.8,0.053559741
KANSL1L,0.4,0.05275969
SPAG16,1.1,0.004882655
SUMF1,0.1,0.708301104
NYAP2,-1.2,0.057772133
RHBDD1,0.9,1.48E-04
ACKR3,1,0.028622643
TRPM8,-1,0.197163774
HES6,0.1,0.799759186
ESPNL,0.2,0.828328138
ANKMY1,-0.3,0.203444978
COPS7B,-0.3,0.05893315
DIS3L2,0.2,0.530284154
CPNE9,-1.8,5.02E-08
FANCD2,0.3,0.424668504
TAMM41,-0.3,0.074531222
RAB5A,0.2,0.677255218
RETREG2,-1,3.02E-04
CTDSP1,1.1,1.18E-07
CNOT9,0.2,0.104541761
MARCHF4,-0.9,0.016555177
STK11IP,-0.2,0.645163505
GMPPA,0.1,0.785199907
GRIP2,-1.1,0.035062653
EAF1,-0.6,3.18E-04
CNTN4,-0.9,1.37E-05
DYNC1LI1,-0.8,1.36E-06
RBMS3,0.8,0.043446407
OSBPL10,-1.4,4.86E-06
POMGNT2,-0.6,0.015080738
ACKR2,0.6,0.294663568
GASK1A,0.6,0.050001999
CSRNP1,0.4,0.366763113
SLC25A38,-0.4,0.080978576
ITGA9,-0.7,0.001707852
SLC22A14,-0.5,0.387260554
GOLGA4,0.3,0.260709687
STAC,0.7,0.282858109
IQSEC1,-0.9,0.001185864
CAND2,-0.7,0.111023527
RPL32,0.4,0.052872391
PTPRG,0.4,0.31784876
IL17RD,1.3,8.99E-04
SHQ1,-0.1,0.58694919
SLC25A26,-0.4,0.159961458
ARL6IP5,-0.6,1.68E-04
TMF1,0.1,0.808307728
LRIG1,0.9,0.056914166
LRTM1,-0.6,0.479471709
LIMD1,0.9,2.24E-04
ZNF660,0.7,0.035221544
NFKBIZ,1.1,1.56E-04
COL8A1,1.8,4.67E-05
NXPE3,0.2,0.623564211
MYH15,0.9,0.045078132
PHLDB2,-0.2,0.600750303
ABHD10,-0.4,0.059774092
TAGLN3,-1.4,5.56E-04
PLA1A,2.1,4.18E-07
RABL3,0.4,0.27645402
ADPRH,0.9,0.079094727
IGSF11,0.7,0.053399075
ATG3,0.5,0.028398254
NR1I2,0.2,0.789113633
BOC,0.6,0.091843697
SRPRB,-0.4,8.09E-04
AGTR1,0.8,0.324775608
MED12L,-0.4,0.042051787
EIF2A,-0.1,0.821991969
ALDH1L1,1.2,0.012237209
OSBPL11,1.3,5.16E-08
TRPC1,-0.2,0.614738279
NCEH1,-1.4,4.85E-08
FAM86B2,-0.3,0.465985511
LPP,1.1,0.006871701
TMEM44,-0.1,0.798380963
AMT,0.4,0.584230992
TCTA,0.1,0.434079553
DCAF1,0.1,0.682192253
MANF,0.4,0.070954854
ENSG00000145063,-1.7,7.52E-04
CCDC39,-0.4,0.528131198
STXBP5L,-1.7,6.48E-09
MUC4,-0.5,0.363826422
SLIT2,-1.1,4.80E-06
EIF2B5,-0.4,0.096772207
ECE2,-0.4,0.498563565
VWA5B2,-1,7.90E-20
DGKQ,-0.7,0.023700077
FIP1L1,0.1,0.593697096
SLC26A1,0.6,0.048080693
LYAR,0.6,0.026513285
CENPC,0.3,0.212502876
EPHA5,-1.3,4.41E-04
CORIN,0.4,0.549060134
ATP10D,0.8,0.022462
OCIAD2,-1.1,0.001830293
SLC10A4,-2,3.41E-06
SLC10A6,1,0.173153969
SCD5,0.9,0.005650048
PLAC8,2.5,4.70E-08
ENOPH1,0.2,0.411049611
TRMT10A,0.9,7.77E-04
SNCA,-1,1.15E-05
PYURF,0.2,0.243735824
TBCK,0.1,0.403499829
CAMK2D,-0.5,1.68E-04
CISD2,-0.5,0.006211286
DDIT4L,0.8,0.228530149
ANK2,-0.5,5.90E-09
SPATA5,0.5,0.132385787
CCNA2,1.1,3.80E-05
METTL14,0.2,0.594537539
USP53,0.5,0.334505642
SETD7,0.6,0.005214981
NAF1,-0.5,0.005722658
MARCHF1,0.8,0.008519628
SFRP2,0.3,0.70245706
RPS3A,0.4,0.084404623
RNF175,-1,0.003951936
PDGFC,1.1,0.007326907
CBR4,0.5,0.216360751
GLRA3,-1,2.82E-04
CYP4V2,0.9,0.092058328
ROPN1L,-1.4,0.001095221
NDUFS6,-0.5,0.052008513
MARCHF6,-0.2,0.426305167
NKD2,-0.9,0.003267276
CDH18,-1.4,0.002073525
ADAMTS16,-0.9,0.203788364
SRD5A1,-0.8,2.12E-04
MYO10,1.2,0.003446944
RPL37,0.8,6.36E-06
SKP2,0.3,0.328388162
OSMR,2.3,8.13E-07
PLK2,-1.1,0.001101886
GZMA,-0.4,0.601648326
PIK3R1,-0.6,2.58E-06
HAPLN1,-0.7,0.034652214
LHFPL2,0.9,0.001259996
SSBP2,-0.1,0.410100628
BHMT,-0.7,0.237536809
ANKRD31,-0.3,0.607244526
IQGAP2,0.6,0.248611792
CRHBP,-0.6,0.2376246
RASA1,-0.6,8.45E-04
LIX1,1.7,5.79E-06
PPIP5K2,-0.4,0.165559028
PAM,-1.2,9.08E-11
BDP1,-0.4,0.133031857
GTF2H2,1.1,0.01651265
BTF3,0.1,0.648530076
FBXL17,-0.3,0.342076318
SPATA9,1.1,0.036518448
TSLP,0.3,0.721606359
TNFAIP8,0.6,0.170542485
FEM1C,0.5,0.280587689
COMMD10,0.1,0.702167943
ATG12,0.1,0.684778891
MEGF10,1.2,0.025971982
ADAMTS19,-0.5,0.34914869
YIPF5,-0.4,0.115813156
ARHGAP26,-1.1,5.16E-04
CXCL14,0.4,0.411121456
SLC25A48,0.8,0.078916192
DDX46,-0.1,0.789061265
IL9,0.1,0.962678686
TIMD4,0.5,0.582883341
RNF145,-0.2,0.292431134
C1QTNF2,-1.3,0.003405779
GABRA6,-1.4,0.021717682
GABRB2,-1.7,3.91E-09
FBXO38,0.1,0.745014965
PCYOX1L,-1.1,4.16E-05
TNIP1,-0.1,0.687684522
G3BP1,0.6,0.019721907
ZNF300,1.2,0.013331294
N4BP3,-1.1,0.014394741
NHP2,-0.5,0.139614564
RMND5B,-0.3,0.143133155
BOD1,-0.2,0.18989125
CPLX2,-1.7,7.64E-05
TENM2,-1,4.86E-07
KCNMB1,1.1,0.00239115
FAM50B,-0.6,0.051511975
MYLK4,-0.7,0.007154348
TBC1D7,-0.8,1.77E-04
FARS2,-0.5,0.068417616
GFOD1,-1,9.15E-05
CDKAL1,0.7,2.37E-04
PCDHB18P,-0.1,0.918129694
PSD2,0.6,0.23973595
LRRTM2,-0.3,0.216389514
ZMAT2,-0.6,0.009909556
GFRA3,-1.6,0.046499544
KLHL3,-0.3,0.028747774
DCDC2,-0.6,0.204079655
TRIM7,-0.4,0.171169841
TRIM41,1,1.87E-04
HIGD2A,-0.1,0.604958634
FAM193B,0.3,0.148060698
PLA2G7,-0.2,0.609561062
TNFRSF21,-0.2,0.159272489
RNF44,-0.2,0.084030736
MMUT,0.3,0.203055277
RASGEF1C,0.1,0.897993929
DOK3,0.3,0.643221973
ABT1,-0.4,0.052256745
PPP1R18,1.8,1.77E-24
DAAM2,1.6,1.61E-07
PRIM2,0.5,0.127694323
MLIP,-1.3,5.35E-05
HMGCLL1,-1.1,0.00148054
FGD2,1.5,0.015284174
SCUBE3,1,4.11E-04
ANO7,0.9,0.006772175
CRIP3,0.5,0.022562415
TTBK1,-0.4,0.188535433
TCTE1,-1.2,1.11E-04
RPL7L1,-0.5,0.001023029
NFKBIE,-0.4,0.345362039
CYP39A1,0.9,0.049752828
TPBG,-2.4,2.59E-14
IRAK1BP1,-0.3,0.240783778
PHIP,0.7,0.110133665
PRSS35,1.6,0.004742594
MMS22L,0.9,0.048911253
FAXC,-1.4,3.30E-04
PNRC1,1,5.45E-04
PM20D2,0.7,0.026179419
RARS2,-0.1,0.854609093
SCML4,0.5,0.517338193
CLVS2,-1.5,5.13E-08
RNF217,0.8,0.030410298
RSPO3,-0.7,0.182338518
ARHGAP18,0.2,0.500063208
ABRACL,-0.8,0.005604445
SLC18B1,0.9,0.03235559
MTFR2,-0.9,0.236265834
SLC2A12,0.5,0.225787641
SHPRH,0.1,0.722987685
DYNLT1,0.9,4.42E-11
TIAM2,-1.2,8.16E-07
TMEM181,-0.1,0.602021786
PNLDC1,-1,0.139180594
WTAP,0.3,0.150242946
VIP,-1.3,7.63E-04
ARMT1,-0.6,0.032387015
SLC22A3,0.9,0.003426989
LINC01558,0.4,0.714024152
VWDE,-0.6,0.284595797
GNA12,1.3,3.05E-05
C7orf50,-0.5,0.001629761
SDK1,-0.5,0.1546349
CCZ1B,0.1,0.743547858
C7orf26,-0.1,0.736551828
RBAK,0.2,0.634983546
CREB5,1.3,0.01859581
EGFR,0.7,0.219828129
CDCA5,-1.3,0.020082099
IGFBP3,0.1,0.873102366
PURB,-0.3,0.147825868
RPL32P18,0.3,0.420940685
IGFBP1,0.4,0.581093684
SSC4D,0.4,0.193463482
MDH2,-1,0.003346358
POMZP3,-0.5,0.122992704
NIPSNAP2,0.4,0.24615471
CCT6A,-0.3,0.023716244
PSPH,0.5,6.39E-04
TRIM50,-0.3,0.790130926
ZNF92,0.1,0.895112475
ATXN7L1,-0.3,0.165428598
TMEM168,0.5,0.203319282
TRAPPC14,-0.8,0.01765559
SLC12A9,0.7,0.009236812
GIGYF1,-0.1,0.462626638
TRIM4,0.4,0.02689833
MEPCE,-0.1,0.73036995
TMEM209,0.8,0.030748768
AGBL3,-0.1,0.803050537
