ENSMUSG00000051951	Xkr4
ENSMUSG00000078520	Cela3a
ENSMUSG00000023433	Cela3b
ENSMUSG00000086845	Gm13010
ENSMUSG00000041399	1700013G24Rik
ENSMUSG00000028763	Hspg2
ENSMUSG00000094035	Ldlrad2
ENSMUSG00000043411	Usp48
ENSMUSG00000041351	Rap1gap
ENSMUSG00000087476	Rap1gapos
ENSMUSG00000028766	Alpl
ENSMUSG00000057530	Ece1
ENSMUSG00000085823	Gm13012
ENSMUSG00000028760	Eif4g3
ENSMUSG00000084804	1700095J12Rik
ENSMUSG00000078519	2310026L22Rik
ENSMUSG00000028759	Hp1bp3
ENSMUSG00000045349	Sh2d5
ENSMUSG00000028758	Kif17
ENSMUSG00000028757	Ddost
ENSMUSG00000028756	Pink1
ENSMUSG00000028755	Cda
ENSMUSG00000078235	Fam43b
ENSMUSG00000046109	AB041806
ENSMUSG00000041241	Mul1
ENSMUSG00000046447	Camk2n1
ENSMUSG00000028753	Vwa5b1
ENSMUSG00000043621	Ubxn10
ENSMUSG00000028750	Pla2g2c
ENSMUSG00000028749	Pla2g2f
ENSMUSG00000041202	Pla2g2d
ENSMUSG00000041193	Pla2g5
ENSMUSG00000078518	Gm13030
ENSMUSG00000028751	Pla2g2e
ENSMUSG00000041161	Otud3
ENSMUSG00000070661	Rnf186
ENSMUSG00000041143	Tmco4
ENSMUSG00000028747	Htr6
ENSMUSG00000041120	Nbl1
ENSMUSG00000050608	Minos1
ENSMUSG00000073739	Gm16287
ENSMUSG00000028745	Capzb
ENSMUSG00000028744	Pqlc2
ENSMUSG00000028743	Akr7a5
ENSMUSG00000028741	Mrto4
ENSMUSG00000078517	Emc1
ENSMUSG00000066036	Ubr4
ENSMUSG00000097731	2700016F22Rik
ENSMUSG00000041025	Iffo2
ENSMUSG00000094439	Gm21969
ENSMUSG00000028737	Aldh4a1
ENSMUSG00000028738	Tas1r2
ENSMUSG00000028736	Pax7
ENSMUSG00000087646	Gm1667
ENSMUSG00000087628	Gm13028
ENSMUSG00000085928	4933427I22Rik
ENSMUSG00000078234	Klhdc7a
ENSMUSG00000040972	Igsf21
ENSMUSG00000085968	Gm13027
ENSMUSG00000086164	Gm13029
ENSMUSG00000087084	Gm13016
ENSMUSG00000086960	Gm13017
ENSMUSG00000086437	Gm13021
ENSMUSG00000085047	Gm13026
ENSMUSG00000040964	Arhgef10l
ENSMUSG00000086159	Gm13025
ENSMUSG00000040945	Rcc2
ENSMUSG00000040935	Padi6
ENSMUSG00000025330	Padi4
ENSMUSG00000025328	Padi3
ENSMUSG00000025329	Padi1
ENSMUSG00000087045	4930515B02Rik
ENSMUSG00000028927	Padi2
ENSMUSG00000087698	Gm13031
ENSMUSG00000009863	Sdhb
ENSMUSG00000036622	Atp13a2
ENSMUSG00000060572	Mfap2
ENSMUSG00000040860	Crocc
ENSMUSG00000028923	Necap2
ENSMUSG00000045004	Spata21
ENSMUSG00000040842	Szrd1
ENSMUSG00000097620	4921514A10Rik
ENSMUSG00000028920	Fbxo42
ENSMUSG00000073733	Rsg1
ENSMUSG00000028919	Arhgef19
ENSMUSG00000085774	Gm13055
ENSMUSG00000085395	Gm13056
ENSMUSG00000006445	Epha2
ENSMUSG00000085836	Gm13074
ENSMUSG00000006218	Fam131c
ENSMUSG00000033770	Clcnka
ENSMUSG00000086061	Gm13075
ENSMUSG00000006216	Clcnkb
ENSMUSG00000006221	Hspb7
ENSMUSG00000070637	Gm694
ENSMUSG00000006215	Zbtb17
ENSMUSG00000040761	Spen
ENSMUSG00000006219	Fblim1
ENSMUSG00000043085	Tmem82
ENSMUSG00000073731	AI507597
ENSMUSG00000040740	Slc25a34
ENSMUSG00000028917	Plekhm2
ENSMUSG00000078515	Ddi2
ENSMUSG00000040715	Rsc1a1
ENSMUSG00000040706	Agmat
ENSMUSG00000040697	Dnajc16
ENSMUSG00000028914	Casp9
ENSMUSG00000062478	Ctrc
ENSMUSG00000058579	Cela2a
ENSMUSG00000086818	Ctrcos
ENSMUSG00000040659	Efhd2
ENSMUSG00000100396	Gm29367
ENSMUSG00000085922	Fhad1os2
ENSMUSG00000051435	Fhad1
ENSMUSG00000085424	Fhad1os1
ENSMUSG00000085761	4930455G09Rik
ENSMUSG00000040616	Tmem51
ENSMUSG00000073728	Tmem51os1
ENSMUSG00000040606	Kazn
ENSMUSG00000087525	Gm13062
ENSMUSG00000085816	Gm13052
ENSMUSG00000057637	Prdm2
ENSMUSG00000028583	Pdpn
ENSMUSG00000028584	Lrrc38
ENSMUSG00000041805	Pramel1
ENSMUSG00000046862	Pramef8
ENSMUSG00000047799	Oog4
ENSMUSG00000095409	Gm13043
ENSMUSG00000070616	Gm13040
ENSMUSG00000070618	BC080695
ENSMUSG00000096154	Gm13057
ENSMUSG00000066688	Gm13083
ENSMUSG00000078513	Gm13088
ENSMUSG00000070617	Gm13089
ENSMUSG00000046435	Gm13078
ENSMUSG00000066031	Gm13023
ENSMUSG00000059218	Gm13084
ENSMUSG00000029451	Gm13103
ENSMUSG00000078512	Pramef6
ENSMUSG00000078511	Pramef25
ENSMUSG00000078510	Gm13101
ENSMUSG00000078509	Pramef17
ENSMUSG00000073724	Pramel4
ENSMUSG00000073723	Gm13102
ENSMUSG00000050810	Oog3
ENSMUSG00000066030	Oog2
ENSMUSG00000046262	C87977
ENSMUSG00000036749	Pramel5
ENSMUSG00000078508	Gm13128
ENSMUSG00000070619	Gm13119
ENSMUSG00000073721	Gm13125
ENSMUSG00000028591	Pramef12
ENSMUSG00000028590	Pramef12os
ENSMUSG00000028589	1700012P22Rik
ENSMUSG00000095213	Gm9944
ENSMUSG00000078507	Aadacl3
ENSMUSG00000028593	9430007A20Rik
ENSMUSG00000078506	Gm13124
ENSMUSG00000070609	Gm13177
ENSMUSG00000078505	Gm436
ENSMUSG00000041735	Gm13178
ENSMUSG00000078504	Gm438
ENSMUSG00000066026	Dhrs3
ENSMUSG00000020220	Vps13d
ENSMUSG00000028599	Tnfrsf1b
ENSMUSG00000028602	Tnfrsf8
ENSMUSG00000078503	Gm13225
ENSMUSG00000078502	Gm13212
ENSMUSG00000097661	Gm26763
ENSMUSG00000058186	Gm13242
ENSMUSG00000087513	Gm13236
ENSMUSG00000078500	Gm13235
ENSMUSG00000066009	Gm13051
ENSMUSG00000096958	Gm26573
ENSMUSG00000066007	Zfp600
ENSMUSG00000086654	Gm13165
ENSMUSG00000085525	Gm13166
ENSMUSG00000070605	Gm13251
ENSMUSG00000056300	Gm13247
ENSMUSG00000096979	Gm26880
ENSMUSG00000086046	1700095A21Rik
ENSMUSG00000063245	Gm13248
ENSMUSG00000045699	Gm21411
ENSMUSG00000086147	Gm13150
ENSMUSG00000097168	C230088H06Rik
ENSMUSG00000067919	Rex2
ENSMUSG00000093617	4933438K21Rik
ENSMUSG00000067916	Gm13139
ENSMUSG00000097122	Gm26624
ENSMUSG00000078498	Gm13151
ENSMUSG00000078497	Gm13145
ENSMUSG00000078496	Gm13152
ENSMUSG00000078160	Gm16503
ENSMUSG00000065999	Gm13154
ENSMUSG00000066000	2610305D13Rik
ENSMUSG00000086130	Gm16211
ENSMUSG00000062518	Zfp534
ENSMUSG00000078495	Gm13157
ENSMUSG00000093594	Gm20707
ENSMUSG00000059423	Zfp933
ENSMUSG00000029022	Miip
ENSMUSG00000070583	Fv1
ENSMUSG00000029020	Mfn2
ENSMUSG00000019055	Plod1
ENSMUSG00000044496	2510039O18Rik
ENSMUSG00000029019	Nppb
ENSMUSG00000041616	Nppa
ENSMUSG00000086806	Gm13054
ENSMUSG00000029016	Clcn6
ENSMUSG00000029009	Mthfr
ENSMUSG00000078494	Gm13201
ENSMUSG00000029007	Agtrap
ENSMUSG00000029005	Draxin
ENSMUSG00000029003	Mad2l2
ENSMUSG00000055401	Fbxo6
ENSMUSG00000029001	Fbxo44
ENSMUSG00000041556	Fbxo2
ENSMUSG00000041544	Ptchd2
ENSMUSG00000087027	Gm13206
ENSMUSG00000086326	Gm13200
ENSMUSG00000047719	Ubiad1
ENSMUSG00000028991	Mtor
ENSMUSG00000028989	Angptl7
ENSMUSG00000017264	Exosc10
ENSMUSG00000087217	Gm13209
ENSMUSG00000006442	Srm
ENSMUSG00000028979	Masp2
ENSMUSG00000041459	Tardbp
ENSMUSG00000070577	Gm572
ENSMUSG00000087273	Gm13203
ENSMUSG00000028977	Casz1
ENSMUSG00000086766	Gm15969
ENSMUSG00000086606	Gm13205
ENSMUSG00000086740	Gm17029
ENSMUSG00000028975	Pex14
ENSMUSG00000028974	Dffa
ENSMUSG00000028971	Cort
ENSMUSG00000073705	Apitd1
ENSMUSG00000028961	Pgd
ENSMUSG00000063077	Kif1b
ENSMUSG00000028960	Ube4b
ENSMUSG00000085286	Ube4bos3
ENSMUSG00000085807	Ube4bos2
ENSMUSG00000085819	Ube4bos1
ENSMUSG00000028996	Rbp7
ENSMUSG00000028992	Nmnat1
ENSMUSG00000087198	Gm13097
ENSMUSG00000028990	Lzic
ENSMUSG00000028988	Ctnnbip1
ENSMUSG00000086949	Gm13066
ENSMUSG00000039953	Clstn1
ENSMUSG00000039936	Pik3cd
ENSMUSG00000044700	Tmem201
ENSMUSG00000028982	Slc25a33
ENSMUSG00000085403	Gm13068
ENSMUSG00000085368	Gm16188
ENSMUSG00000084807	Gm13073
ENSMUSG00000039911	Spsb1
ENSMUSG00000086767	Gm13070
ENSMUSG00000028980	H6pd
ENSMUSG00000086665	Gm13067
ENSMUSG00000047875	Gpr157
ENSMUSG00000087094	Gm13093
ENSMUSG00000028976	Slc2a5
ENSMUSG00000062064	Slc2a7
ENSMUSG00000028972	Car6
ENSMUSG00000063524	Eno1
ENSMUSG00000039852	Rere
ENSMUSG00000085213	Gm13091
ENSMUSG00000039838	Slc45a1
ENSMUSG00000085869	Gm16079
ENSMUSG00000085097	Gm13049
ENSMUSG00000078492	1700045H11Rik
ENSMUSG00000028967	Errfi1
ENSMUSG00000028964	Park7
ENSMUSG00000028965	Tnfrsf9
ENSMUSG00000014592	Camta1
ENSMUSG00000028963	Uts2
ENSMUSG00000028957	Per3
ENSMUSG00000028955	Vamp3
ENSMUSG00000078491	Gm13090
ENSMUSG00000085593	4930589P08Rik
ENSMUSG00000039768	Dnajc11
ENSMUSG00000039759	Thap3
ENSMUSG00000047777	Phf13
ENSMUSG00000073700	Klhl21
ENSMUSG00000028952	Zbtb48
ENSMUSG00000028950	Tas1r1
ENSMUSG00000028948	Nol9
ENSMUSG00000039713	Plekhg5
ENSMUSG00000024793	Tnfrsf25
ENSMUSG00000028943	Espn
ENSMUSG00000028940	Hes2
ENSMUSG00000028937	Acot7
ENSMUSG00000042804	Gpr153
ENSMUSG00000028946	Hes3
ENSMUSG00000039662	Icmt
ENSMUSG00000058498	Rnf207
ENSMUSG00000028936	Rpl22
ENSMUSG00000005045	Chd5
ENSMUSG00000028931	Kcnab2
ENSMUSG00000090057	Gm16333
ENSMUSG00000039577	Nphp4
ENSMUSG00000073699	Gm833
ENSMUSG00000085648	Gm13173
ENSMUSG00000087454	Gm13174
ENSMUSG00000039546	Ajap1
ENSMUSG00000085390	Gm13115
ENSMUSG00000086272	BC039966
ENSMUSG00000047613	A430005L14Rik
ENSMUSG00000029027	Dffb
ENSMUSG00000039523	Cep104
ENSMUSG00000029028	Lrrc47
ENSMUSG00000078350	Smim1
ENSMUSG00000039492	Ccdc27
ENSMUSG00000029026	Trp73
ENSMUSG00000087071	Trp73os
ENSMUSG00000029029	Wrap73
ENSMUSG00000029030	Tprgl
ENSMUSG00000057751	Megf6
ENSMUSG00000029032	Arhgef16
ENSMUSG00000039410	Prdm16
ENSMUSG00000097871	B230104I21Rik
ENSMUSG00000086565	Gm13133
ENSMUSG00000084987	Gm13134
ENSMUSG00000085069	Gm13111
ENSMUSG00000098424	Gm27202
ENSMUSG00000051276	Actrt2
ENSMUSG00000046637	Ttc34
ENSMUSG00000087437	Gm13112
ENSMUSG00000058183	Mmel1
ENSMUSG00000029059	Fam213b
ENSMUSG00000042333	Tnfrsf14
ENSMUSG00000048001	Hes5
ENSMUSG00000029056	Pank4
ENSMUSG00000029055	Plch2
ENSMUSG00000073686	Gm10564
ENSMUSG00000029047	Pex10
ENSMUSG00000029048	Rer1
ENSMUSG00000029049	Morn1
ENSMUSG00000029050	Ski
ENSMUSG00000073684	Faap20
ENSMUSG00000029053	Prkcz
ENSMUSG00000098729	Gm27200
ENSMUSG00000029054	Gabrd
ENSMUSG00000078490	Cfap74
ENSMUSG00000023153	Tmem52
ENSMUSG00000029064	Gnb1
ENSMUSG00000029063	Nadk
ENSMUSG00000042202	Slc35e2
ENSMUSG00000073682	Gm10563
ENSMUSG00000085063	Gm16024
ENSMUSG00000029062	Cdk11b
ENSMUSG00000029061	Mmp23
ENSMUSG00000029060	Mib2
ENSMUSG00000074738	B930041F14Rik
ENSMUSG00000029038	Ssu72
ENSMUSG00000096221	1500002C15Rik
ENSMUSG00000084845	Tmem240
ENSMUSG00000029036	Atad3a
ENSMUSG00000054514	Atad3aos
ENSMUSG00000042116	Vwa1
ENSMUSG00000097728	Gm26840
ENSMUSG00000073680	Tmem88b
ENSMUSG00000078487	Ankrd65
ENSMUSG00000029066	Mrpl20
ENSMUSG00000029068	Ccnl2
ENSMUSG00000065990	Aurkaip1
ENSMUSG00000073679	Mxra8os
ENSMUSG00000029070	Mxra8
ENSMUSG00000029071	Dvl1
ENSMUSG00000029072	Tas1r3
ENSMUSG00000029073	Cptp
ENSMUSG00000029034	Cpsf3l
ENSMUSG00000051557	Pusl1
ENSMUSG00000029033	Acap3
ENSMUSG00000023286	Ube2j2
ENSMUSG00000023571	Fam132a
ENSMUSG00000050796	B3galt6
ENSMUSG00000029076	Sdf4
ENSMUSG00000029075	Tnfrsf4
ENSMUSG00000087381	Gm16008
ENSMUSG00000041954	Tnfrsf18
ENSMUSG00000029074	Ttll10
ENSMUSG00000059939	9430015G10Rik
ENSMUSG00000041936	Agrn
ENSMUSG00000035692	Isg15
ENSMUSG00000078349	AW011738
ENSMUSG00000078486	Perm1
ENSMUSG00000078485	Plekhn1
ENSMUSG00000078484	Klhl17
ENSMUSG00000095567	Noc2l
ENSMUSG00000096351	Samd11
ENSMUSG00000096042	Vmn2r125
ENSMUSG00000106658	Gm42426
ENSMUSG00000040274	Cdk6
ENSMUSG00000106588	Gm17590
ENSMUSG00000105534	Gm42435
ENSMUSG00000058503	Fam133b
ENSMUSG00000008307	1700109H08Rik
ENSMUSG00000040302	Rbm48
ENSMUSG00000104891	2510017J16Rik
ENSMUSG00000005907	Pex1
ENSMUSG00000105130	Gm43825
ENSMUSG00000104950	4833413G10Rik
ENSMUSG00000007415	Gatad1
ENSMUSG00000014529	Tmbim7
ENSMUSG00000040351	Ankib1
ENSMUSG00000000600	Krit1
ENSMUSG00000040367	Lrrd1
ENSMUSG00000040429	Mterf1a
ENSMUSG00000040407	Akap9
ENSMUSG00000001467	Cyp51
ENSMUSG00000053178	Mterf1b
ENSMUSG00000044674	Fzd1
ENSMUSG00000105560	Gm42744
ENSMUSG00000028926	Cdk14
ENSMUSG00000079666	1700015F17Rik
ENSMUSG00000046798	Cldn12
ENSMUSG00000040464	Gtpbp10
ENSMUSG00000073234	Gm8773
ENSMUSG00000040473	Cfap69
ENSMUSG00000015653	Steap2
ENSMUSG00000015652	Steap1
ENSMUSG00000097554	Gm26825
ENSMUSG00000106064	Gm43325
ENSMUSG00000092094	Zfp804b
ENSMUSG00000040514	4921511H03Rik
ENSMUSG00000105068	Gm42950
ENSMUSG00000012428	Steap4
ENSMUSG00000086528	Gm15731
ENSMUSG00000003161	Sri
ENSMUSG00000040537	Adam22
ENSMUSG00000002297	Dbf4
ENSMUSG00000054099	Slc25a40
ENSMUSG00000040570	Rundc3b
ENSMUSG00000040584	Abcb1a
ENSMUSG00000097279	Gm5106
ENSMUSG00000028970	Abcb1b
ENSMUSG00000042476	Abcb4
ENSMUSG00000003623	Crot
ENSMUSG00000084923	Gm15611
ENSMUSG00000079659	Tmem243
ENSMUSG00000042508	Dmtf1
ENSMUSG00000089926	Gm15734
ENSMUSG00000056004	9330182L06Rik
ENSMUSG00000003974	Grm3
ENSMUSG00000073226	Gm10482
ENSMUSG00000069355	Gm5152
ENSMUSG00000105157	Gm42831
ENSMUSG00000091422	Gm6455
ENSMUSG00000106652	Gm43358
ENSMUSG00000095710	Gm8871
ENSMUSG00000091933	Gm8857
ENSMUSG00000105978	Gm43492
ENSMUSG00000106506	4930558F17Rik
ENSMUSG00000094025	Gm8879
ENSMUSG00000104982	Gm43643
ENSMUSG00000095918	Gm5861
ENSMUSG00000104811	Gm43644
ENSMUSG00000096846	Gm8890
ENSMUSG00000106148	Gm43641
ENSMUSG00000095829	Speer1
ENSMUSG00000106034	Gm43642
ENSMUSG00000096732	Gm8897
ENSMUSG00000105688	Gm34082
ENSMUSG00000095296	Gm8906
ENSMUSG00000104789	Gm43640
ENSMUSG00000091903	Gm6460
ENSMUSG00000105299	Gm43639
ENSMUSG00000094105	Gm8922
ENSMUSG00000099391	1700003C15Rik
ENSMUSG00000094205	Gm8926
ENSMUSG00000105479	Gm43132
ENSMUSG00000094036	Gm6465
ENSMUSG00000106026	Gm43131
ENSMUSG00000067848	4933402N22Rik
ENSMUSG00000099516	Gm29066
ENSMUSG00000104941	Gm8953
ENSMUSG00000040254	Sema3d
ENSMUSG00000028883	Sema3a
ENSMUSG00000104638	Gm43716
ENSMUSG00000067855	Speer3
ENSMUSG00000063531	Sema3e
ENSMUSG00000085352	Gm4128
ENSMUSG00000061601	Pclo
ENSMUSG00000097976	Gm26918
ENSMUSG00000098233	Gm26954
ENSMUSG00000033219	Gm9758
ENSMUSG00000091255	Speer4e
ENSMUSG00000072188	Gm10354
ENSMUSG00000091897	Gm17019
ENSMUSG00000106004	Gm43391
ENSMUSG00000099762	Gm21149
ENSMUSG00000094230	Gm21847
ENSMUSG00000106445	Gm21190
ENSMUSG00000105300	Gm30613
ENSMUSG00000096878	Gm21083
ENSMUSG00000070933	Speer4d
ENSMUSG00000069720	4930572O03Rik
ENSMUSG00000089871	Speer4cos
ENSMUSG00000073208	Speer4c
ENSMUSG00000105185	4930519H02Rik
ENSMUSG00000096936	Gm3510
ENSMUSG00000040118	Cacna2d1
ENSMUSG00000104886	Gm43000
ENSMUSG00000028864	Hgf
ENSMUSG00000099854	Gm28710
ENSMUSG00000091827	Speer4f2
ENSMUSG00000058643	Speer4f1
ENSMUSG00000028780	Sema3c
ENSMUSG00000002944	Cd36
ENSMUSG00000028777	Gnat3
ENSMUSG00000057614	Gnai1
ENSMUSG00000104718	Gm43030
ENSMUSG00000097626	4921504A21Rik
ENSMUSG00000040003	Magi2
ENSMUSG00000039987	Phtf2
ENSMUSG00000045435	Tmem60
ENSMUSG00000039968	Rsbn1l
ENSMUSG00000101013	A630072M18Rik
ENSMUSG00000028771	Ptpn12
ENSMUSG00000039934	Gsap
ENSMUSG00000064280	Ccdc146
ENSMUSG00000039899	Fgl2
ENSMUSG00000047221	Fam185a
ENSMUSG00000048520	Fbxl13
ENSMUSG00000039883	Lrrc17
ENSMUSG00000038525	Armc10
ENSMUSG00000044968	Napepld
ENSMUSG00000029017	Pmpcb
ENSMUSG00000029014	Dnajc2
ENSMUSG00000028932	Psmc2
ENSMUSG00000029015	Slc26a5
ENSMUSG00000042453	Reln
ENSMUSG00000073152	Gm10475
ENSMUSG00000090226	Gm16110
ENSMUSG00000105106	Gm43657
ENSMUSG00000029012	Orc5
ENSMUSG00000097207	6030443J06Rik
ENSMUSG00000105076	A930003O13Rik
ENSMUSG00000106379	Lhfpl3
ENSMUSG00000104866	Gm42948
ENSMUSG00000105254	Gm42951
ENSMUSG00000073147	5031425E22Rik
ENSMUSG00000106269	4930580E04Rik
ENSMUSG00000029004	Kmt2e
ENSMUSG00000062604	Srpk2
ENSMUSG00000057541	Pus7
ENSMUSG00000028999	Rint1
ENSMUSG00000028998	Tomm7
ENSMUSG00000097180	2700038G22Rik
ENSMUSG00000028995	Fam126a
ENSMUSG00000028986	Klhl7
ENSMUSG00000048439	Nupl2
ENSMUSG00000038319	Kcnh2
ENSMUSG00000086729	Gm15589
ENSMUSG00000028978	Nos3
ENSMUSG00000086769	Gm15587
ENSMUSG00000038295	Atg9b
ENSMUSG00000028973	Abcb8
ENSMUSG00000038276	Asic3
ENSMUSG00000028969	Cdk5
ENSMUSG00000028962	Slc4a2
ENSMUSG00000028959	Fastk
ENSMUSG00000028958	Tmub1
ENSMUSG00000105858	2310074N15Rik
ENSMUSG00000023353	Agap3
ENSMUSG00000067724	Gbx1
ENSMUSG00000038204	Asb10
ENSMUSG00000038199	4931409K22Rik
ENSMUSG00000028953	Abcf2
ENSMUSG00000038181	Chpf2
ENSMUSG00000028949	Smarcd3
ENSMUSG00000028954	Nub1
ENSMUSG00000097275	Gm26648
ENSMUSG00000055235	Wdr86
ENSMUSG00000038135	Crygn
ENSMUSG00000028945	Rheb
ENSMUSG00000028944	Prkag2
ENSMUSG00000087314	Prkag2os2
ENSMUSG00000086446	Prkag2os1
ENSMUSG00000059631	1500035N22Rik
ENSMUSG00000028938	Galntl5
ENSMUSG00000038072	Galnt11
ENSMUSG00000054116	E130116L18Rik
ENSMUSG00000038056	Kmt2c
ENSMUSG00000097236	4831440E17Rik
ENSMUSG00000038044	Cct8l1
ENSMUSG00000101856	1700096K18Rik
ENSMUSG00000059244	Gm10062
ENSMUSG00000106144	Gm43972
ENSMUSG00000028933	Xrcc2
ENSMUSG00000056367	Actr3b
ENSMUSG00000104824	Gm21663
ENSMUSG00000095550	Gm21671
ENSMUSG00000106627	Gm21680
ENSMUSG00000096045	Gm21698
ENSMUSG00000091049	Gm1979
ENSMUSG00000067700	Gm5862
ENSMUSG00000073119	Speer4a
ENSMUSG00000073117	Gm7347
ENSMUSG00000073116	Gm10471
ENSMUSG00000051940	5031410I06Rik
ENSMUSG00000067698	Gm10220
ENSMUSG00000059645	Gm7361
ENSMUSG00000029044	4930584F24Rik
ENSMUSG00000061576	Dpp6
ENSMUSG00000048703	Speer4b
ENSMUSG00000086505	Gm16058
ENSMUSG00000002221	Paxip1
ENSMUSG00000039106	Htr5a
ENSMUSG00000097673	Gm26608
ENSMUSG00000045294	Insig1
ENSMUSG00000039095	En2
ENSMUSG00000044681	Cnpy1
ENSMUSG00000048271	Rbm33
ENSMUSG00000002633	Shh
ENSMUSG00000097726	9530036O11Rik
ENSMUSG00000097453	Gm26894
ENSMUSG00000029130	Rnf32
ENSMUSG00000010721	Lmbr1
ENSMUSG00000097561	4632411P08Rik
ENSMUSG00000001569	Nom1
ENSMUSG00000001566	Mnx1
ENSMUSG00000039000	Ube3c
ENSMUSG00000053121	Gm5129
ENSMUSG00000029131	Dnajb6
ENSMUSG00000105437	Gm42450
ENSMUSG00000105439	Gm42806
ENSMUSG00000025746	Il6
ENSMUSG00000025747	Tyms
ENSMUSG00000104667	Gm4961
ENSMUSG00000086815	3110082J24Rik
ENSMUSG00000044576	Gareml
ENSMUSG00000025745	Hadha
ENSMUSG00000059447	Hadhb
ENSMUSG00000067642	Adgrf3
ENSMUSG00000075703	Ept1
ENSMUSG00000073102	Drc1
ENSMUSG00000062372	Otof
ENSMUSG00000029182	1700001C02Rik
ENSMUSG00000053194	Cib4
ENSMUSG00000106300	Gm42765
ENSMUSG00000049265	Kcnk3
ENSMUSG00000029175	Slc35f6
ENSMUSG00000029177	Cenpa
ENSMUSG00000029168	Dpysl5
ENSMUSG00000029166	Mapre3
ENSMUSG00000087258	Gm15461
ENSMUSG00000038828	Tmem214
ENSMUSG00000029165	Agbl5
ENSMUSG00000038803	Ost4
ENSMUSG00000029163	Emilin1
ENSMUSG00000029162	Khk
ENSMUSG00000029161	Cgref1
ENSMUSG00000045302	Preb
ENSMUSG00000006642	Tcf23
ENSMUSG00000006641	Slc5a6
ENSMUSG00000013622	Atraid
ENSMUSG00000013629	Cad
ENSMUSG00000029151	Slc30a3
ENSMUSG00000053856	Dnajc5g
ENSMUSG00000062077	Trim54
ENSMUSG00000107265	Gm15469
ENSMUSG00000038676	Ucn
ENSMUSG00000107283	Mpv17
ENSMUSG00000101678	Gm29609
ENSMUSG00000106864	Gtf3c2
ENSMUSG00000029145	Eif2b4
ENSMUSG00000029146	Snx17
ENSMUSG00000043059	Zfp513
ENSMUSG00000029147	Ppm1g
ENSMUSG00000055424	Gm9970
ENSMUSG00000029148	Nrbp1
ENSMUSG00000029149	Krtcap3
ENSMUSG00000038564	Ift172
ENSMUSG00000038552	Fndc4
ENSMUSG00000059434	Gckr
ENSMUSG00000062761	Zfp512
ENSMUSG00000029138	4930548H24Rik
ENSMUSG00000107142	4930566F21Rik
ENSMUSG00000064037	Gpn1
ENSMUSG00000053134	Supt7l
ENSMUSG00000029141	Slc4a1ap
ENSMUSG00000107352	Gm43660
ENSMUSG00000107355	AI839979
ENSMUSG00000106918	Mrpl33
ENSMUSG00000029136	Rbks
ENSMUSG00000052139	Bre
ENSMUSG00000106894	Gm17130
ENSMUSG00000029135	Fosl2
ENSMUSG00000029134	Plb1
ENSMUSG00000107078	Gm36840
ENSMUSG00000107036	Gm7596
ENSMUSG00000014956	Ppp1cb
ENSMUSG00000085234	Gm15614
ENSMUSG00000014932	Yes1
ENSMUSG00000023452	Pisd
ENSMUSG00000093574	Gm20671
ENSMUSG00000054280	Prr14l
ENSMUSG00000037426	Depdc5
ENSMUSG00000018965	Ywhah
ENSMUSG00000011034	Slc5a1
ENSMUSG00000037379	Spon2
ENSMUSG00000037373	Ctbp1
ENSMUSG00000092275	Gm20465
ENSMUSG00000079562	Maea
ENSMUSG00000037355	Uvssa
ENSMUSG00000029112	Nkx1-1
ENSMUSG00000107248	Gm43851
ENSMUSG00000037339	Fam53a
ENSMUSG00000097271	Gm9903
ENSMUSG00000004642	Slbp
ENSMUSG00000019295	Tmem129
ENSMUSG00000037313	Tacc3
ENSMUSG00000054252	Fgfr3
ENSMUSG00000005299	Letm1
ENSMUSG00000057406	Whsc1
ENSMUSG00000029111	Nelfa
ENSMUSG00000107043	Gm42849
ENSMUSG00000106688	Gm42851
ENSMUSG00000070858	Gm1673
ENSMUSG00000048142	Nat8l
ENSMUSG00000045102	Poln
ENSMUSG00000106902	4930557J02Rik
ENSMUSG00000079555	Haus3
ENSMUSG00000037235	Mxd4
ENSMUSG00000106702	Gm42846
ENSMUSG00000037224	Zfyve28
ENSMUSG00000106888	Gm42848
ENSMUSG00000109572	Cfap99
ENSMUSG00000107287	Gm43458
ENSMUSG00000029110	Rnf4
ENSMUSG00000037210	Fam193a
ENSMUSG00000059866	Tnip2
ENSMUSG00000054520	Sh3bp2
ENSMUSG00000029106	Add1
ENSMUSG00000001082	Mfsd10
ENSMUSG00000036693	Nop14
ENSMUSG00000085166	Gm15522
ENSMUSG00000052783	Grk4
ENSMUSG00000107246	Gm42560
ENSMUSG00000029104	Htt
ENSMUSG00000051246	Msantd1
ENSMUSG00000029101	Rgs12
ENSMUSG00000107040	Gm43791
ENSMUSG00000029102	Hgfac
ENSMUSG00000044716	Dok7
ENSMUSG00000029103	Lrpap1
ENSMUSG00000045318	Adra2c
ENSMUSG00000106762	4930478P22Rik
ENSMUSG00000055944	E130018O15Rik
ENSMUSG00000067438	Hmx1
ENSMUSG00000036596	Cpz
ENSMUSG00000029097	Trmt44
ENSMUSG00000055061	4931431C16Rik
ENSMUSG00000029098	Acox3
ENSMUSG00000029096	Htra3
ENSMUSG00000036553	Sh3tc1
ENSMUSG00000087703	Gm15650
ENSMUSG00000029095	Ablim2
ENSMUSG00000029094	Afap1
ENSMUSG00000029093	Sorcs2
ENSMUSG00000043430	Psapl1
ENSMUSG00000039563	2210406O10Rik
ENSMUSG00000029198	Grpel1
ENSMUSG00000029196	Tada2b
